wallet,total_tx,avg_age,total_balance,chains_used,tier
0x5b92315d54a0a0ff50168c81ef599d8d3b3e69f5,107,19.4,0.0511,3,Tier 3
0x7da40caa5073e0d7c97f1522e8307135a382fe3f,61,2,0.042,2,Tier 3
0xde467381d0220c150db321c2d52cd3ae8c10e74e,60,187,0.484,4,Tier 3
0x70e259b436224f67e1b9307360cea46274bd8248,23,60.2,0.0305,3,Tier 3
0x5b08b2948dc46707360c5bd7e1d7ec2d3bdd6531,197,29.4,0.0016,4,Tier 3
0x57c2ed4db649583db1ab3ca3ac6a278e1d489596,222,192.4,0.3061,4,Tier 3
0x7f69217061f02013cdfee5b3a1bdc8304d23ae06,218,450.4,0.1101,4,Tier 3
0x80157b63e51ed88c3d757a9a21aaee28b325fd0e,25,109.8,1.0592,4,Tier 3
0xec8368fa996e0143917dddef30cec8a89869f1b5,41,225.6,0.5841,2,Tier 3
0x1ffcd524f03e36431789b168d86c4bf23ac779f9,108,96,0.103,4,Tier 3
0x63b246dba657a141a933d3c066cd3d148ccfc369,12,364.2,0.0001,4,Tier 3
0xf4bda00b258d40436ef9cbefeb57d54789fed084,263,229.8,0.1945,4,Tier 3
0x46f6d954c8c24439f34df466e05071544d424fb7,80,76.6,3.7864,4,Tier 2
0x94a9285957caa6908afcd3118c68db931fdedbfa,230,75,0,4,Tier 3
0x48c8be326c9e36ebea5f9ec897b50b0e8da4868b,76,102.4,0.4665,4,Tier 3
0xe8932cf346e7d63662747d72ae8cf9f91a997854,66,259,0.5438,4,Tier 3
0x437e1dc933c90879649be80681d1e98d04fb95c2,240,164,0.001,4,Tier 3
0xcc01860dfebc6084325dc5474bb1d6c3b286afe5,27,239,0.47,3,Tier 3
0xf3a1f921601d9e800c0451b20b77801e667068f2,63,123.8,0.4686,4,Tier 3
0x65b9ad7c898d6d02dc69f91dea954e04b5bfba04,110,29.2,0.011,4,Tier 3
0x4f5f4e9bf8303d39768a3e5ccaf2d3711018f0ad,40,29,0.0097,4,Tier 3
0x1f48a265a566db3d7ce819fa0b97813485bf0b08,374,676.4,0.001,4,Tier 3
0x1b64a52f7a1cccfe257821222458fba0f091cbce,228,113.4,0.6766,4,Tier 3
0xa1e8f9b4a08a5cbfc37c4540584c0998b28f15e5,32,335,0.5469,4,Tier 3
0x9860f1953095ab35941ce6a6934c80babad82050,43,2.6,0.4931,3,Tier 3
0x83bd3a36a03f0a3e28465499a0b3e749c943e6d1,26,53.8,0,4,Tier 3
0x5bf6f2cc8268d8593f09b6a539bf8fa959030db9,75,102.4,0.4605,4,Tier 3
0xf248616bb3dcfa18d0c592d063f764b9f801aa4a,67,186.8,4.0852,4,Tier 2
0xb375c3d3ec8e08f249cf4368faa2eb6cf57f6fd7,66,102.4,0.5493,4,Tier 3
0xda1619c2470dee71e90ea278f41f9d8467a3ba06,80,14.6,0,4,Tier 3
0xb742047cdf1200c868f3ae6b8ed5378c2a29f659,33,239,0.4979,3,Tier 3
0xeeb86d13006945c0537f166f2e6c2cade84babbe,57,196,0.4637,4,Tier 3
0x0ec4ceb1ff6da065ad2f29fbd12b101f2ffd857e,318,247.8,0.2357,4,Tier 3
0xfd11cace31eab1e41dc54283c511dfa1be0813f0,71,14.8,0.2477,4,Tier 3
0x917d8024bd24e20c4ffb6655b4fbfc2964efe42e,144,30.8,0.0193,4,Tier 3
0x8f657f250ba5636572e3fda57dd378d077b524e1,400,607.2,0.5972,4,Tier 3
0x302b464f3f6fabeb8ce5063ce9681cde710d481e,1,0.6,0.0001,1,Tier 3
0xf35003df79a3f92181c8fef2266a30817ca94f28,28,0.4,0.0002,2,Tier 3
0x33a2151f924471b1ffa69f5fa38d888769ca838a,41,239,0.469,3,Tier 3
0x2e1ae859a8ca84ad19adf5a3231028f208e3c817,20,84.2,0.0001,3,Tier 3
0x6f64630b0c3d552ff127f5efa2b4670ab3e52896,77,259,0.5474,4,Tier 3
0xc44076c8ddd9aac537c8c96e7c2ed6b4367e5e21,182,6,0.0035,4,Tier 3
0x574f0fce1b37b35e0b28146326f88caa137bdbe7,70,259,0.5805,4,Tier 3
0x527393be5ff0d25c81ee4e373bff765617a59cba,58,240.6,0.4618,4,Tier 3
0xd62b7971cfd724df9b4995c5a2b18c1be722538d,41,67.2,0.4309,4,Tier 3
0xa2fb1155c26c6aa5743189fabd3d5d2b935573a4,216,185.6,0,4,Tier 3
0x4c279cb9c1952cb044de5e18ac0c445f96f78a84,40,231.2,0.4617,3,Tier 3
0x15a3f140cc1a5d3b954eba0e9bf536c3181f2e52,82,253.6,4.4565,4,Tier 2
0x6a5acf6dc759b445c5d504ca3b60cb41177fcec5,0,0,0,0,Tier 3
0x624922c5c1bedd9155ed7d9143ad3c03fd1eb41d,10,17.2,0.0001,3,Tier 3
0xa3729c90b9ba4a8a2f4fe354dd0207a96ecb94e3,47,179.4,0.5055,3,Tier 3
0xabb82ac97d9cba536d6f62e34bbd43a481ef1760,78,102.4,0.5601,4,Tier 3
0xb996459c11845be72e5d7c0e42e7bddd90ffd91e,69,123.8,0.4623,4,Tier 3
0xd24d108d1d98fab59dab310bc240e4bb23a8ea47,65,204.8,0.5474,4,Tier 3
0xf1db72aa27142cc906d4a1c667bba292b84f92c7,69,9.4,0.0001,4,Tier 3
0xb59faf4953d08308760e247409640578b96352fb,50,27,0.1955,4,Tier 3
0xe96aff16b7cae6736c453100f74946e300bc1282,352,256,0.4898,4,Tier 3
0xa3d54881bc1ec0bf096dc1013ac7bcbc8967b296,74,46,0.2672,4,Tier 3
0xdc47d07d217f29295836864a90b096405dee4a70,66,13.4,0.0909,3,Tier 3
0xd22a4b424351cc9fa5fa5374fa1b7273f047baa5,231,357.6,0,4,Tier 3
0x8deefcdbaff029ab5de798bdcf1c4690742d12a6,82,227.2,4.3977,4,Tier 2
0x4ddbd288e9ec3ae1810b96c310d9f2087add95a3,40,204,0.4627,2,Tier 3
0xbd8e1d13b5ac250109ed96124c9d5b2817e107e4,36,58.6,0.7969,3,Tier 3
0xb054336d8dc199c6e48122b42c5aa08d09045167,61,105.6,3.2042,4,Tier 2
0xebe965eae5cde8adba79023aedd0b8fd2f21281b,68,259,0.5537,4,Tier 3
0xee136a1e3bbade408fc6683d2e2468a086cfcc8e,52,240.6,0.4635,4,Tier 3
0xfb696918125dc790cd7fab4985fb4e275444e88a,166,11.4,18.3611,4,Tier 3
0xefdc8651cc5da84ea6ea2467ed34502aa12800b0,280,22.8,11.9411,4,Tier 3
0x9d5c26f73e1195f09f4d9dc90e4a9565b9ed1994,85,25.4,0.0001,4,Tier 3
0x1a4146120f763f2024d7b615515e7692f9bd9604,74,234.6,0.5518,4,Tier 3
0x4f1eb751078e1a9e976e2b93c0ca28e91d748b82,44,239,0.563,3,Tier 3
0x60ae18f73da4e49d6f08e5fbf240d7558400b80c,24,44.8,0.0022,4,Tier 3
0x0edbb14f353749fc63b76cab406c7afa585df8e0,68,176.4,0.4659,4,Tier 3
0x6fba8eceeee949f048e7f5cd7b2c25e564e1aea9,78,259,4.4073,4,Tier 2
0x3db24a5071a5881ed23930c69d85ee33372bff9b,71,174.6,0.5539,4,Tier 3
0x7b336936036f19026def1d118f83c1a076cc4289,196,32.4,0.0373,4,Tier 3
0xed9227d9c75be803bbaa937aa8f2dc05eea14a6f,24,3.8,0.0778,3,Tier 3
0x8b9c0eb587dcff0d575e474fc69fd10d442fee89,48,239,0.4709,3,Tier 3
0xa6c2e14b49f4f7d20f4409dedf3fa8488f6c4ef7,75,102.4,0.5482,4,Tier 3
0xff24fa34c3e1d231db762ce08a5e36c3b41ce8d3,274,187.8,0,4,Tier 3
0x5629b014d867e450c7e415f35fcdab388da8547e,19,64.2,0,4,Tier 3
0xd3dbb7ae61f6255e44a4c4df08427126d917e89c,34,239,0.4819,3,Tier 3
0x702c28c1abca789a964caf26e6a639d2e406bcff,18,18.2,0.0669,2,Tier 3
0xb81f5aa4f145c9e5567fe1b7792524cdfa02acec,67,108.8,0.0004,4,Tier 3
0xd140204a5ea8615ca44712b34e8fd54e05d4fcc4,61,219.2,2.1947,4,Tier 2
0x35216c8e9cbc79d299659a7c9724ee0af960af7e,5,46.4,0.001,2,Tier 3
0x2c5406f3e2965d6aa6be49ad68bc5d5aba46fe20,338,316.8,5.7272,4,Tier 2
0x626b6c20725647e430a1732c50de761cc6f30f42,64,500.4,0.4616,4,Tier 3
0x38e53a940e5e325e08d40245cc548688272328e6,76,259,0.5745,4,Tier 3
0x33af6462c1d713ec182e11296b114c59a66ea200,15,20.6,0.0194,2,Tier 3
0x8a4dd4f852bbc304a8744e9c5bb24f43fbecba30,338,99,0.0005,4,Tier 3
0xabefc9476197ff3db6a0040d3521f01372752c71,37,239,0.4661,3,Tier 3
0x26531071dae10977bc40e24afa58556b331351ab,227,27.2,0.2502,4,Tier 3
0xf7de142b719af6fbc682c029e2a27545e3f8d9c6,72,96.6,4.3913,4,Tier 2
0x6ca2c163b00b267678b1a6f5b9d9555f0b3d117d,200,195,0.0002,4,Tier 3
0x873857dbe530feedd6b5f8ec2523753f7d3daa57,42,239,0.4597,3,Tier 3
0x99aceae252c808291d81ffaf6e8037091d511b93,68,161.8,0.4663,3,Tier 3
0x80cb8650847885b9e6aa0d0fea1b640526480900,36,33.8,0.001,4,Tier 3
0x4c93608df1932c377c87a9214bcfffdfa802f60f,71,102.4,0.5462,4,Tier 3
0x0a40f69dea6b4e4940eb84793a0937b1ca8bd1d0,83,102.4,0.5488,4,Tier 3
0x2a49fa11b837ad24abd181b95c1f7252b2e950fc,79,259,4.2813,4,Tier 2
0x7ac2469944d513842dba32b89bc3cacb42615378,65,397,0.4697,4,Tier 3
0x6df48ca3e0eceaf4d20d2ce302a5eb1929f42499,0,0,0,0,Tier 3
0x37993bd62b928615501fe5866b4b7564f8306792,2,56,0,2,Tier 3
0xd83ebf6f5bda3101ed931f118229f92f8e3b503c,282,154.6,5.5757,4,Tier 2
0x232867aeb3400da91b777f1a3666f1c15b8cd447,43,239,0.4724,3,Tier 3
0x49c33f0c9408736a751680f1c5756a4d1f07f582,294,264,0,4,Tier 3
0xabd0aa886791dc3ae52707e573ce154a0e3cae13,12,1.8,0.0011,4,Tier 3
0x4bce1451fda84585aa8abb61532a41c9aaafc857,68,259,0.5471,4,Tier 3
0x22fe1a377ce6bd055dc2ede74030adf1105f54dc,87,96.2,0.1228,4,Tier 3
0x2c98f74b314f4d59ec0c4892add609d62be77380,41,217.4,0.5066,3,Tier 3
0x82701ac5794659d6b627412d5d42ae4619c56316,75,259,0.5473,4,Tier 3
0xa8688850b7e7e7db5081bdf2e12e425537502b02,173,102.6,0.7941,4,Tier 3
0x58fefcc8c85d9316263c55dc2af30dcc3dc1cf12,18,32.8,0.1244,3,Tier 3
0xaf9a501ce8dff913a5964671ce9a95fc076425f9,61,353.8,0.465,4,Tier 3
0xde911d2ae98ad0164a8c519ee44d9d32a4ad9cf2,0,0,0,0,Tier 3
0xe9d6e3a55e31bc08675284da4eef6ca3a579418f,211,65.2,0.9654,4,Tier 3
0x05b64544908a653fa75304cc73a5fd0d55303afb,50,211.6,0.5661,3,Tier 3
0x4fe31bdb903330fba4c0c6e0940d093f6505f1f3,76,102.4,4.2351,4,Tier 2
0x1efb0921a3e87a07deb82df5cf37588bd4910dbd,70,397,0.4466,4,Tier 3
0xe8c679c1aa164a78f488cf6993b3de9696b6688b,61,102.4,0.4544,4,Tier 3
0x811dd7f54aa784450feb85b427b84fcb7127ad91,75,174.6,0.5573,4,Tier 3
0xa531282814cd3aa29ca90e014b4108579d1a2dda,159,87,0.0002,4,Tier 3
0x640297033ba98cf279baa3ebaf670392d127167b,44,422.4,0.4646,4,Tier 3
0x2003237f4b35523fe721d73e332791aec9dfe00d,5,34.6,0.018,2,Tier 3
0x9794c80f6cd8704137ab9e250d6960209dafd053,30,16.8,0.0009,2,Tier 3
0x5382b6259a3c754ff6d07afcfae2beea7bd88e5b,19,92.8,0.0001,4,Tier 3
0x891b6c7ecbc314b5934ddd8b5ad76d098642761b,267,251.8,3.1171,4,Tier 2
0xa33e53434616d3210698d4e0bf7519a66c6baf20,0,0,0,0,Tier 3
0x900d573459296f672d66f6dfa69c60be9c5e28fc,228,85,0.0001,4,Tier 3
0x97f1ec1afacbc7d3ecb2f2e4f1c10abf2599e604,207,4.4,1.4899,4,Tier 3
0x87a84cca8f73fdb44464d96d354644ab8ee9f5f6,208,45.2,0.1241,4,Tier 3
0x744f37b4196a11bd9b6c24ec0ab6b3f349ebc3d9,62,161.8,0.465,3,Tier 3
0x16242486ecbab990d0c9e4194dbca44852a153c9,80,96.6,4.1949,4,Tier 2
0x778d16ccbd63607609e10c4e5002bd96891f5984,0,0,0,0,Tier 3
0x31bd8f908be134e47939a3ee0fe6750fe69ba671,66,259,0.5415,4,Tier 3
0xcd6e86aa7a4ee07aa68fbe908aac09fa012ef469,33,239,0.4634,3,Tier 3
0xec337670963c460608a922ca5e426bb6d18a4593,12,86.8,0.1622,4,Tier 3
0xd1c6814be41fcaf577ca30e31ebafff70b7957dc,244,55.4,0.7512,4,Tier 3
0x69c932e800e16c8af7cc73804e810048d8445a21,72,460.4,129.2871,4,Tier 1
0x0094f78279892e585028b612c0253629dc44c042,0,0,0,0,Tier 3
0x05341c8f99901c7ed25aead1707318565361d4ef,49,179.4,0.5634,3,Tier 3
0x650c93883925ee020d055caaff85a39b7a570524,68,397,0.4583,4,Tier 3
0xe1c237afbba088dde55c56034b43f60dba17af53,34,38.2,0.0736,4,Tier 3
0x81c43ddaf17c743ba3688a67ad199a194c1bc4cb,147,90.4,0.4589,4,Tier 3
0xe580572ac9fa682e5c26a8c2919fa95e4c55a3a0,8,56,0.0176,3,Tier 3
0xb25263be02be4d4a408855a0eaa460bbf33a1344,63,200,0.5414,4,Tier 3
0x999e1ddb50fa46d7c8407dc06000f5de656633c5,77,102.4,4.1876,4,Tier 2
0xd2c9245c2b8bde0df3a1be2b3b70e8305e84f551,61,142.2,0.461,3,Tier 3
0x140878a2c292c97be510a238f3c7a1db3f830ab5,45,343.4,0.4649,3,Tier 3
0x50ee6adeccd53c63bc29494e10d9561dc95263c9,269,67.8,0.0325,4,Tier 3
0x4dbcbde5e18cc6f85c4d0a801aab5ca8397e0a62,0,0,0,0,Tier 3
0xbaf3a55f3695d8f9c05db7d815867b6e1599c2ee,16,2,1.0003,3,Tier 3
0x295b9b7cafa0955d97fb548938f5714b0141ccf7,73,196,0.5559,4,Tier 3
0xac09eebcab8970d9e68465310b7f11f666ffc193,65,116.4,0.5361,4,Tier 3
0x21f3f802a803a6a660fdcc059c640757c97d6684,39,232.4,0.4702,3,Tier 3
0xdede7aacab8eb9150ccb785bb55d2ea60206daf4,0,0,0,0,Tier 3
0x28a8a4d59fa60f6a353934790202d86dc1dbf404,280,61.8,0.5246,4,Tier 3
0x7107219e28b34dfccc514256b3d3e5ab93343311,260,446.8,0.0324,4,Tier 3
0x7a02df31125a41b6ff1288f8c4dbafa8f29bd4ce,64,397,0.4594,4,Tier 3
0x9f663a768da2bc9980698bd5ceff945578328caa,400,538.6,0.1964,4,Tier 3
0x06ea254a139d6029e8801a051294f720f00275a0,238,59.8,0.4715,4,Tier 3
0x6cedc948c9971dc4d5d6f15a2fd9a12cac170029,72,123.8,0.5403,4,Tier 3
0x78cc884a445b3c81aec8bd3eb9bba1df56d3f25f,87,259,4.1294,4,Tier 2
0x3dea5ef1aec698d80e8f3c30bc402b4d68406769,41,239,0.4687,3,Tier 3
0x4deadbe362fbe9897becbdb42dca45415c438f9e,305,212.2,2.0798,4,Tier 2
0xac960cf0e6b431f52e2f2c653a861bc21b525e41,71,334.2,0.4498,4,Tier 3
0xfa4c85f9481478423a40ac80c08eb0c119dc18b9,63,397.2,0.5421,4,Tier 3
0x7dab1b75df7fc44321c6c868b03b46215b97c20b,41,231.2,0.468,3,Tier 3
0x74f9cb27fd3a49e3691507db0ea0eb21416a4b58,162,426.6,0.0002,4,Tier 3
0x7837dd0bb9633f19e7ec69de3844db3f2fcb261d,63,337.4,0.5409,4,Tier 3
0xcc8baf699483c3cd18e593273dedcbf183b30560,21,28.8,0,3,Tier 3
0xeff2684eaa12a3dd9fc76c6e04af2284c4725d07,64,96.6,4.0813,4,Tier 2
0xb5afafc01ffb5b1d7d686ad5147e38d6ab35e91d,62,240.4,0.4599,4,Tier 3
0x8c5fbf8c03e60480a13348577b8d1b53bed1397b,170,15,0.0002,4,Tier 3
0x9fa86b039ea477eb1d07b692e83d914f0f7ee9de,4,9,0,3,Tier 3
0x96757892d6fb7028ff43b758787dc080f37552f4,36,239,0.4627,3,Tier 3
0x2312107798ac1f73b8491b0898dd773fe6ebefc9,71,196,0.5431,4,Tier 3
0x40ec638bdb921d0a01629297a30fff248dc46efa,68,153.6,0.5736,3,Tier 3
0x576db505e5895e2d1888e9738a4e603085facf6e,42,239,0.4572,3,Tier 3
0x0dc3db694f3b12a68df8722f97803b4e03a199a2,240,144.4,0.3717,4,Tier 3
0xcb079f1119739f556f86b195e158ce14671d74f0,54,315.8,0.4716,3,Tier 3
0xb3f912fa2ffb1b3652373813dbf276c562e9b45a,145,110,0,4,Tier 3
0x5c2c796171275919d88e9c0667e8467736a0de9b,75,416.4,1.9542,4,Tier 3
0x9edc56b11a5e756b98fb5e2d65099dde1d57a4d8,22,106,0.0345,4,Tier 3
0x960b6ab81e5fc4845a9356f7412bd6e4c849ffad,127,320.6,0.0278,4,Tier 3
0xe931da28ee04afa16ef132a7da557e4cf5c8d114,57,337.4,0.5478,4,Tier 3
0x9adb498f557d30d4559d4833e5611e6d093cd74a,43,239,0.4845,3,Tier 3
0x8a84aaecdcf0b4169c36224348aff80915f77132,119,426.6,0.0176,4,Tier 3
0x22578cc5068c36d1a9da692d9513a642bd0d47ee,70,396.8,0.4788,4,Tier 3
0xe233e6252a9d2a00b0679af8745b20e9dd317d01,111,1.8,1.3505,3,Tier 3
0x59e794b889c65ea9508e6440c3ed9a968a2bd4f0,112,426.8,0.0189,4,Tier 3
0xbf52fdf3885a7839d372f7ca358026b2685b1d13,30,238.6,0.4704,3,Tier 3
0x8d287591de6ce5ca0f0bf933a403528597bb47cb,265,152.2,0.0858,4,Tier 3
0x9808a73e2c8af48fdcd6890f96f0718e2dc2a32b,79,120,4.0112,4,Tier 2
0x667c3a04aafb60d0313a764027c7329d0c721a90,62,397.2,0.5591,4,Tier 3
0xcac15159b3f4b4cab865dc275781df28b259aab7,16,78.8,0.0001,3,Tier 3
0x89a48b65ff41e6d22ce344e22d320c5dd38b8115,110,7.6,0.0274,4,Tier 3
0xd2eeb5441a87e3a46b280da7ea53adc87e899d2f,65,141.6,0.5403,3,Tier 3
0x1098c299d70c1ce7f89049f402f7330bedc7970f,66,372.6,0.4765,4,Tier 3
0xc51afd1db6cd7f670c439d905ed2c60fa4593ff2,0,0,0,0,Tier 3
0xbf5f4454c514b225e522704ddabbc84bdb5a5d67,119,13.2,0.7705,4,Tier 3
0x7022907034e26a634dad4a66da2649fc764739a3,39,217.4,0.4817,3,Tier 3
0xd133bbffd46bd53f0819e0d6490a8ddf153788c5,182,138,0.5099,4,Tier 3
0xcd9be881965df798d8e21a31f919efea99a52ba3,172,8.6,0.3026,4,Tier 3
0x0ff0ccdb29399caaa20f5c62c2bf6ea4f4a4871a,59,313,0.5432,4,Tier 3
0x73187e687a52dc588f1fe108b3b9cd108e4ff7bd,25,239,0.4879,3,Tier 3
0xec2c32514be91122a162367d6ae52303e6213bd7,65,397,0.5613,4,Tier 3
0x61f1f8814c695de8191d00ccdf240a6c66911852,25,107.2,0,4,Tier 3
0xdc4f24c413528327560531efd58ac6dadd303c13,59,213.2,0.5565,3,Tier 3
0x00dea678142ebbc14b38f1f97742df1aa9060fe3,295,250.2,0.1961,4,Tier 3
0x62dca3d13b4906c51b89d4aae3b1606430ad0294,73,58.2,0.0009,4,Tier 3
0xf3c6c37b9ebb4d21e8bf119841c0e0e296e3ea04,360,356,0.4871,4,Tier 3
0x6c92655a73de4c5c9f20d7a3aecd754024fa2122,72,305.8,1.745,4,Tier 3
0x764b43bc8046336b263c6ac91052ddfd5c809cfb,59,77,0.0009,4,Tier 3
0xa4cd27d139a644d2a46144a91f15e2042bcbe630,50,38.6,0.0009,3,Tier 3
0x7d893d003c180b510c2045528ca41b5d5381ee03,62,149.6,0.5478,3,Tier 3
0xb438c3d51775acf3689cea7e19e87b7b97426b39,58,149.6,0.482,3,Tier 3
0x0eaa4b08be28212cc29a18c7d7e2c60575f42f16,37,239,0.4755,3,Tier 3
0x5c22f5ac09f4dfb7dabdba66d9cb20a338fcdb34,66,343,0.5707,4,Tier 3
0x4371ddb7874974131111757954eb354d67caa01f,374,243,0.2418,4,Tier 3
0xb9f9c05ed0f0eb357393507e0cd28647034700a6,39,6.6,0.0334,2,Tier 3
0x7b96e1fa6dd54cfd83fbcc42c934d7e1e2c53764,269,196,0.1015,4,Tier 3
0xb8e403b70364ee0d61572cc66703fcfb88067619,53,150.8,0.0009,4,Tier 3
0x7f56a72c0911987a99ebbae54550db316dd0d9ec,2,0.4,0,1,Tier 3
0xa86dec3f41e28b0c315ba5fcad109f75e3861973,0,0,0,0,Tier 3
0xa2d510d8c39e8be4734c7ea6af216e804a9cacc1,42,350.6,0.4984,3,Tier 3
0x2bae24b16a776d4b5d2fe513fe5e4fc37f9ac750,67,102.4,3.9785,4,Tier 2
0x9b3d49eddd4599ed584d9c6292a380cc8cb0d71a,67,342.8,0.539,4,Tier 3
0x5fea10f6f2cecb6a8b4cb36d0aa17cab788e8455,70,397,0.4633,4,Tier 3
0xf911e1d9a0d2ed660a32aca3119229e1846d57b3,45,108.6,0,4,Tier 3
0xcdfd5c650833c1cbf4e224f3f39fc5c4dc9a28f9,40,22.8,0.0008,3,Tier 3
0x49d2ab678be89ca0e04fa511aa0e64d7a9da14bc,37,32.4,0.0008,3,Tier 3
0x988d226ac96c03ee0d4ffaf21e8a27df065ab8c0,41,32.4,0.0008,3,Tier 3
0x4da16f256028762282036565d05255c9988e7351,56,10.2,0.0001,2,Tier 3
0x851d821ae16ecfd090595c943e60411919a5eea1,44,32.4,0.0008,3,Tier 3
0x1949e0bd367d05ea6119a8a2f6e56d5f71ee43e0,36,225.6,0.4712,2,Tier 3
0x403718c6242c85ce12a1077fdf278da4712521f1,70,308.6,0.5361,4,Tier 3
0xeb2612b173fd564c95ab6102ff4b2acadfb09d67,58,154,0.5276,3,Tier 3
0xf14fdf403c721b1210701afffd776b953cf079c6,27,38.6,0.0001,3,Tier 3
0x937b0a3406a77f64de66805fde5593b523996a4c,62,399.4,0.4774,4,Tier 3
0x001bb4298a1f689ae3037373a1aa6285762b2a65,24,36.8,0.0002,3,Tier 3
0x480fb5fa8212001df0c9b08969a73337a2fc4a17,72,234.6,3.9451,4,Tier 2
0x261909843aa0f72cdda93fc8580410d28d2b77c6,19,38.6,0.0002,3,Tier 3
0x4fcef18ef885a2cc846560c0b9575b066cce5886,32,239,0.4713,3,Tier 3
0x43abcd399f6e83ee1cd126951a542e172972e71e,28,153.6,0.062,4,Tier 3
0x9feb6f867b5a499a2aa704ba1fb619226422a3c9,22,38.6,0.0001,3,Tier 3
0x51fc551131f195f1b49ba1b234325cfbf7aba5a3,167,334,0,4,Tier 3
0x1d1c04c7acb4ac83e7edc927a0d227b88fe6d8f6,21,38.6,0.0002,3,Tier 3
0x4777c5f471c303160a3b230b6796080038949cc2,21,38.6,0.0008,3,Tier 3
0x56979529d887540adaa1e791e36571b46a8bb1f2,70,397,0.5234,4,Tier 3
0x9867009bd83ec07748903ff466e3e1140c5e0a4b,69,337.4,0.461,4,Tier 3
0x25e4f87df745a34e2d8c21aef899fc2d966d088b,18,38.6,0.0002,3,Tier 3
0x8473d79b309307a5b08046b6f1e3c5e11a634be3,15,38.6,0.0001,3,Tier 3
0x222c3a785ceb9a47f7126b4dae0a2645b8e9fe25,39,178,0.4674,3,Tier 3
0xefd3353bbb92bc55db46ff48e82f4ed532865fe7,9,39,0.0002,3,Tier 3
0x31b0b7947682c219d085d83a2a8e02f6f1185038,75,102.4,3.9166,4,Tier 2
0x55709b4eb411d1500f89f98e5955933f26cf760e,68,397.2,0.5425,4,Tier 3
0x35036302c7651571eb10910afc323bd4d4a61b92,7,42,0,3,Tier 3
0x53422f7771f5e83ae202bc04e05d4e7e43441763,137,254.2,0,4,Tier 3
0xe84459cb4dbbda4ccdf215d690906d34fe190418,299,217.8,1.4526,4,Tier 3
0x8a0f311a3ab3afadc89ba6b422e8227f80a34918,8,19.4,0.0003,1,Tier 3
0x57ea041a9ef4e723a7d23b1db1ea6a7760276e33,0,0,0,0,Tier 3
0xc27e20583c609ee1afc89e996fcf63757a7736e0,0,0,0,0,Tier 3
0xef4a155dbc66aba6b8aae8792b8e1a2cbafa7acd,149,39.4,0.3312,4,Tier 3
0xaae309e15db018d69f442a993692c1046d7d83c5,30,239,0.4678,3,Tier 3
0xe3dc2f6aba9fbfdaf91f7ae04c1d3a7f403f7140,63,154,3.4344,3,Tier 2
0xfbd88caad9af5c3d4129f39c7fb97d26aac96788,51,213.6,0.4715,3,Tier 3
0xb8c69e70f79499b9e99c432d46cad4965d4b70fa,141,43.4,0,4,Tier 3
0xddfa8b62fa2a6979e6812242c024796039c69983,86,205.2,0.1324,4,Tier 3
0x4180a4aa95e7be4639afc8a0a023bebe39ea20b7,0,0,0,0,Tier 3
0xd9147cb022e167cbd97224a9f84262f1012a8b84,0,0,0,0,Tier 3
0x64e8f914bbcf8b8e209a2dc495a26a3b7a846a9d,73,259,3.8805,4,Tier 2
0x75fc292aca8e40e47b09091ada2bb44a733a28c8,61,226.6,0.0838,4,Tier 3
0xea49bbfa04d364be73f696792555bb6038a4ce31,0,0,0,0,Tier 3
0xa9f60f8e60af1326187f2cefd8aa1d903e91f6a4,36,177.8,0.4728,3,Tier 3
0xbaa2fdcf6d51c220737f0e98f428a593fa043168,12,73.8,0.0008,4,Tier 3
0xb35ebb0db7aa46c913d3e75d041c857cb6423988,400,293.2,1.1033,4,Tier 3
0x8f09754d8d923b7e1c94c0c490afa979f99515a2,60,397.4,0.4732,4,Tier 3
0xd879e6f9a59e7d824363d0eb3e1502c558b99261,56,169.2,0.5488,3,Tier 3
0x22d71940f36825411194debf118e3ba8993d6fc3,69,372.6,0.5359,4,Tier 3
0x61bdf3e797356b9b53de3fac6577b7c07d76648b,41,173,0.4639,3,Tier 3
0xefda80ee0383c0daf6ec27a8eaaa5a1d901cbc8d,0,0,0,0,Tier 3
0xb8483cfb86f77168a00cc57f6f2392413abd5722,344,202.2,0.6108,4,Tier 3
0xa87291a13df6706e5dabba0eeb9b6bafeb996187,66,184.2,0.1634,4,Tier 3
0x008bb9e8b4d7fa34f62455f58836ed7f79896618,0,0,0,0,Tier 3
0xd82a508f920d81f605c9edbd65ad9331c2209418,54,398.2,0.4701,4,Tier 3
0xd02807dcd3036d3aee730d44b2eabf30e84f1d9d,58,240.6,0.5535,4,Tier 3
0xf56590d94d3e2b9f8ab0ac536bd7dc6dc9d6bc24,60,169.2,0.5361,3,Tier 3
0x1e3bdbb0088674b164331baf905a40b8919be412,36,120.4,0,3,Tier 3
0xb2b26fb9948100b0e98e18b571db027ec72bce1b,0,0,0,0,Tier 3
0x96c5e378cc1febf4fb59a62e839badc59a37e8af,114,69,0.0132,4,Tier 3
0x7ebac2c864b79c49f8b953439c814c65b4277af0,31,218,0.4981,3,Tier 3
0xb9e952ce2d5e1404ce7956e5da8cab7816ab9526,6,34.6,0.0183,2,Tier 3
0x306d5ada2318efd23e4e4de5f76c72ab7450ed2b,78,102.4,0.5297,4,Tier 3
0x025b626603d7dc52197fc094c907822cdfa658f5,32,132.6,0,4,Tier 3
